PLAY "Jogar"
BUFFS_THICK_SKIN_NAME "thick skin"
BUFFS_THICK_SKIN_ADJECTIVE "thick skin"
BUFFS_IRON_ARMS_NAME "iron arms"
BUFFS_IRON_ARMS_ADJECTIVE "iron arms"
BUFFS_STABLE_HAND_NAME "stable hand"
BUFFS_STABLE_HAND_ADJECTIVE "stable hand"
BUFFS_PIERCING_VOICE_NAME "piercing voice"
BUFFS_PIERCING_VOICE_ADJECTIVE "piercing voice"
SPELLS_MAGIC_MISSILE_EFFECT2 "Shoots a magic missile"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT2 "Shoots a magic missile"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT2 "Shoots a magic missile"
SPELLS_MAGIC_MISSILE_EFFECT3 "Shoots a holy missile"
SPELLS_ADVANCED_MAGIC_MISSILE_EFFECT3 "Shoots a holy missile"
SPELLS_EXPERT_MAGIC_MISSILE_EFFECT3 "Shoots a holy missile"
SPELLS_SHOOT_ARROW_EFFECT1 "Shoots an arrow"
SPELLS_SHOOT_BOLT_EFFECT1 "Shoots a bolt"
WAIT_COMMAND_NAME "Wait"
WAIT_COMMAND_DESCRIPTION "Wait until all other team members make their moves (doesn't skip turn)."
DISMOUNT_COMMAND_NAME "Dismount"
DISMOUNT_COMMAND_DESCRIPTION "Dismount your steed."
MOUNT_COMMAND_DESCRIPTION "Mount a steed."
FIRE_RANGED_WEAPON_OR_SPELL "Fire ranged weapon or spell"
CHAT_COMMAND_DESCRIPTION "Chat with someone."
HIDE_COMMAND_NAME "Hide"
HIDE_COMMAND_DESCRIPTION "Hide behind or under a terrain feature or piece of furniture."
DROP_EVERYTHING_COMMAND_NAME "Drop everything"
DROP_EVERYTHING_COMMAND_DESCRIPTION "Drop all items in possession."
MESSAGE_HISTORY "Message history"
ABSORB_COMMAND_DESCRIPTION "Absorb a friendly creature and inherit its attributes. Requires the absorbtion skill."
MAGE_SPELL_SCHOOL_NAME "mage"
HEALER_SPELL_SCHOOL_NAME "healer"
SPIRITUALIST_SPELL_SCHOOL_NAME "spiritualist"
FIRE_SPELL_SCHOOL_NAME "fire"
ILLUSION_SPELL_SCHOOL_NAME "illusion"
FIGHTER_SPELL_SCHOOL_NAME "fighter"
ARCHER_SPELL_SCHOOL_NAME "archer"
VAMPIRE_SPELL_SCHOOL_NAME "vampire"
CHICKENMANCY_SPELL_SCHOOL_NAME "chickenmancy"
DWARF_SPELL_SCHOOL_NAME "dwarf"
ZOMBIE_MAGE_SPELL_SCHOOL_NAME "zombie mage"
PRAYERS_SPELL_SCHOOL_NAME "prayers"
TO_BE_SMELTED "To be smelted:"
IN_PRODUCTION "In production:"
CONQUER_SOME_VILLAINS "Conquer more villains to advance."
Z_LEVEL "Z-level {1}"
GROUND_LEVEL "Ground"
ENEMIES_MAIN_DUNGEON_NAME "Adoxie's Temple"
ENEMIES_MAIN_DUNGEON_NAME1 "A Very Hot Place"
ENEMIES_MAIN_DUNGEON_NAME2 "Down Under"
ENEMIES_ADOXIE_VAULT_NAME "Adoxie's Vault"
ENEMIES_DUNGEON1_NAME "Black market"
ENEMIES_SOKOBAN_NAME "Sokoban"
ENEMIES_ADOXIE_FEET_NAME "Ancient tomb"
ENEMIES_WIZARD_TOWER_NAME "A wizard's tower"
HELP_TITLE "Capturing prisoners"
HELP_TITLE1 "Using steeds"
HELP_TITLE2 "Buildings and Z-levels"
HELP_TITLE3 "Damage calculation"
HELP_TITLE4 "Guard zones"
FURNITURE_WATER_UNSEENMESSAGE "You hear a splash."
DIGGING_WARNING "Dig into the mountain and start building a dungeon."
RESOURCE_STORAGE_WARNING "Storage room for resources is needed."
EQUIPMENT_STORAGE_WARNING "Storage room for equipment is needed."
LIBRARY_WARNING "Build a library to start research."
BEDS_WARNING "You need to build beds for your minions."
TRAINING_WARNING "Build a training room for your minions."
TRAINING_UPGRADE_WARNING "Training room upgrade needed."
NO_HATCHERY_WARNING "You need to build a pigsty."
WORKSHOP_WARNING "Build a workshop to produce equipment and traps."
NO_WEAPONS_WARNING "You need weapons for your minions."
GRAVES_WARNING "You need a graveyard to collect corpses"
CHESTS_WARNING "You need to build treasure chests."
NO_PRISON_WARNING "You need to build a prison."
LARGER_PRISON_WARNING "You need a larger prison."
TORTURE_ROOM_WARNING "You need to build a torture room."
MORE_CHESTS_WARNING "You need more treasure chests."
DUNGEON_LEVEL_WARNING "Conquer an enemy tribe to increase your malevolence level."
MORE_LIGHTS_WARNING "Place some torches to light up your dungeon."
GUARD_POSTS_WARNING "Guard zones have been placed, but the guarding activity is not enabled for any minion."
DROP_ITEM_ACTION "drop"
DROP_MULTI_ITEM_ACTION "drop some"
DROP_STEED_ITEM_ACTION "unassign steed"
GIVE_ITEM_ACTION "give"
PAY_ITEM_ACTION "pay for"
EQUIP_ITEM_ACTION "equip"
THROW_ITEM_ACTION "throw"
UNEQUIP_ITEM_ACTION "remove"
APPLY_ITEM_ACTION "apply"
REPLACE_ITEM_ACTION "replace"
REPLACE_STEED_ITEM_ACTION "assign steed"
LOCK_ITEM_ACTION "lock"
REMOVE_ITEM_ACTION "remove item"
CHANGE_NUMBER_ITEM_ACTION "change number"
NAME_ITEM_ACTION "name"
INTRINSIC_ACTIVATE_ITEM_ACTION "activate attack"
INTRINSIC_DEACTIVATE_ITEM_ACTION "deactivate attack"
IDLE_MINION_ACTIVITY "Idle"
SLEEP_MINION_ACTIVITY "Sleeping"
CONSTRUCTION_MINION_ACTIVITY "Construction"
DIGGING_MINION_ACTIVITY "Digging"
HAULING_MINION_ACTIVITY "Hauling"
WORKING_MINION_ACTIVITY "Labour"
EAT_MINION_ACTIVITY "Eating"
EXPLORE_NOCTURNAL_MINION_ACTIVITY "Exploring (night)"
EXPLORE_CAVES_MINION_ACTIVITY "Exploring caves"
EXPLORE_MINION_ACTIVITY "Exploring"
RITUAL_MINION_ACTIVITY "Rituals"
CROPS_MINION_ACTIVITY "Crops"
TRAIN_MINION_ACTIVITY "Training"
ARCHERY_MINION_ACTIVITY "Archery range"
CRAFT_MINION_ACTIVITY "Crafting"
STUDY_MINION_ACTIVITY "Studying"
POETRY_MINION_ACTIVITY "Fine arts"
MINION_ABUSE_MINION_ACTIVITY "Abusing minions"
COPULATE_MINION_ACTIVITY "Copulating"
SPIDER_MINION_ACTIVITY "Spinning webs"
GUARDING1_MINION_ACTIVITY "Guard zone 1"
GUARDING2_MINION_ACTIVITY "Guard zone 2"
GUARDING3_MINION_ACTIVITY "Guard zone 3"
DISTILLATION_MINION_ACTIVITY "Distilling"
BE_WHIPPED_MINION_ACTIVITY "Being whipped"
BE_TORTURED_MINION_ACTIVITY "Being tortured"
BE_EXECUTED_MINION_ACTIVITY "Being executed"
BE_COOKED_MINION_ACTIVITY "Being cooked"
PHYLACTERY_MINION_ACTIVITY "Phylactery"
PREACHING_MINION_ACTIVITY "Holding Mass"
MASS_MINION_ACTIVITY "Attending Mass"
PRAYER_MINION_ACTIVITY "Praying"
HEARING_CONFESSION_MINION_ACTIVITY "Hearing confessions"
CONFESSION_MINION_ACTIVITY "Confessing"
DUNGEON_LEVEL_REQUIREMENT "Requires at least level {1}"
AN_ALARM_SOUNDS_NEAR_YOU "An alarm sounds near you."
AN_ALARM_SOUNDS_IN_THE "An alarm sounds in the {1}."
NORTH "north"
SOUTH "south"
EAST "east"
WEST "west"
NORTH_EAST "northeast"
NORTH_WEST "northwest"
SOUTH_EAST "southeast"
SOUTH_WEST "southwest"
YOU_DONT_HAVE_ENOUGH_GOLD "You don't have enough gold to pay."
YOU_DONT_HAVE_ENOUGH_GOLD_FOR_EVERYTHING "You don't have enough gold to pay for everything."
CANT_ATTACK_WHILE_PEACEFUL "You feel that doing this goes against your beliefs."
EXCUSE_ME "Excuse me!"
BUT_WAIT "But wait!"
THE_ATTACK_IS_HARMLESS "The attack is harmless."
IS_NOT_HARMED_BY_FIRE "{1} is not harmed by the fire."
IS_NOT_HARMED_BY_COLD "{1} is not harmed by the cold."
IS_NOT_HARMED_BY_ACID "{1} is not harmed by the acid."
YOU_ARE_NOT_HARMED_BY_FIRE "You are not harmed by the fire."
YOU_ARE_NOT_HARMED_BY_COLD "You are not harmed by the cold."
YOU_ARE_NOT_HARMED_BY_ACID "You are not harmed by the acid."
SURPRISE_EXCLAMATION "Surprise!"
YOU_HEAR_A_CRASH "You hear a crash."
YOU_CUT_TENTACLE "You cut the kraken's tentacle."
YOU_KILL_KRAKEN "You kill the kraken!"
PAY_YOUR_DEBT "\"Pay your debt or... !\""
YOU_OWE_ME "\"Come back, you owe me {1} gold!\""
THIEF_THIEF "\"Thief! Thief!\""
IT_WAS_JUST_AN_ILLUSION "It was just an illusion!"
THE_ILLUSION_DISAPPEARS "The illusion disappears."
HALLUCINATION_MESSAGE "The world explodes into colors!"
HALLU_WHILE_BLIND_MESSAGE "You feel as if a party has started without you."
INVISIBLE_WHILE_BLIND_MESSAGE "You feel like a child again."
SOMETHING_STINKS_MESSAGE "The smell!"
PORTAL_INACTIVE "The portal is inactive. Create another one to open a connection."
SPELL_DIDNT_WORK "The spell didn't work."
NOTHING_HAPPENS "Nothing happens"
SUMMON_MINIONS_MESSAGE "The sheep have returned to the shepard."
BAD_STAIRS_MESSAGE "These stairs don't lead anywhere."
UPLOADING_BUG_REPORT "Uploading bug report"
FETCHING_BOARD_CONTENTS "Fetching board contents"
GENERATING_MAP "Generating map"
RETIRING_SITE "Retiring site"
AUTOSAVING "Autosaving"
SAVING_GAME "Saving game"
INITIALIZING_GAME "Initializing game"
FETCHING_LIST_OF_RETIRED_DUNGEONS "Fetching list of retired dungeons from the server..."
FETCHING_LIST_OF_ONLINE_MODS "Fetching list of online mods from the server..."
LOADING_GAME "Loading {1}"
DOWNLOADING "Downloading {1}"
UPLOADING "Uploading {1}"
CHOOSE_DESTINATION_SITE "Choose destination site:"
MINIONS_LEFT_BEHIND_SUNLIGHT "These minions will be left behind due to sunlight. Continue?"
MINIONS_LEFT_BEHIND_TURNED_OFF "These minions will be left behind due to being turned off. Continue?"
CHOOSE_NEW_TEAM_LEADER "Choose new team leader:"
ORDER_TEAM_BACK_TO_BASE "Order team back to base"
CHOOSE_MINION_TO_ABSORB "Choose minion to absorb"
CHOOSE_CREATURE_TO_PLACE "Choose creature to place"
ASSIGN_QUARTERS_TO "Assign these quarters to:"
PRISONERS_ESCAPING "Prisoners escaping!"
ALARM_GOES_OFF "An alarm goes off."
EFFECT_IS_PERMANENT "The effect is permanent"
DOUBLE_TROUBLE_MESSAGE "Double trouble!"
FIRE_SPELL_MESSAGE "A tower of flames errupts from the floor!"
YOU_SENSE_BIG_DANGER "You sense big danger!"
YOU_SENSE_DANGER "You sense danger!"
UNNAMED_TRIBE_DESTROYED "An unnamed tribe is destroyed."
YOU_ARE_A_COWARD "You are a coward!"
YOU_ARE_GOING_TO_REGRET "You are going to regret this."
ATTACKING_IN "Attacking in {1} turns!"
TOTAL_WEIGHT_LABEL "Total weight: {1}"
CAPACITY_LABEL "Capacity: {1}"
INFINITE_CAPACITY_LABEL "Capacity: no limit"
RESEARCH_LEVEL "Level {1}"
NEXT_LEVEL_PROGRESS "Next level progress: {1}/{2}"
GRID_POSITION "Position: {1}"
MOD_MADE_BY_STEAM_FRIEND "By your friend {1}"
MAIN_VILLAINS_CONQUERED "{1}/{2} main villains conquered"
YOU_ATTACK_TARGET "you"
LIMITED_TO_N_CREATURES "Limited to {1} creatures."
APPLY_SQUARE_TASK "Interact with equipment at {1}"
EXPLORE_TASK "Explore {1}"
GO_TO_TASK "Go to {1}"
GO_TO_AND_WAIT_TASK "Go to {1} and wait"
WAIT_TASK "Wait for {1} turns"
PICK_UP_ITEM_TASK "Pick up item at {1}"
CUT_TREE_TASK "Cut {1} at {2}"
DIG_TASK "Dig {1} at {2}"
FILL_TASK "Fill {1} at {2}"
DESTROY_TASK "Destroy {1} at {2}"
BESTIARY_HELP_BUTTON "Bestiary"
ITEMS_HELP_BUTTON "Items"
SPELL_SCHOOLS_HELP_BUTTON "Spell schools"
MINION_MORALE_HINT "Morale affects minion productivity and chances of fleeing from battle."
KILLING_LEADER_HINT "Killing a leader greatly lowers the morale of his tribe and stops immigration."
TUTORIAL "tutorial"
SPELL_RANGE "Range: {1}"
DRILLING_AUTOMATON_NAME "drilling automaton"
AUTOMATON_CORPUS_NAME "automaton corpus"
LIGHT_AUTOMATON_CORPUS_NAME "light automaton corpus"
HEAVY_AUTOMATON_CORPUS_NAME "heavy automaton corpus"
PREINSTALLED_PARTS "Preinstalled parts:"
CLEAR_ALL_UPGRADES "Clear all upgrades"
ADD_TOP_UPGRADES "Add the top {1} upgrades"
USED_SLOTS "Used slots: {1}/{2}"
MATERIALIZATION_LABEL "Materialization:"
HEALTH_LABEL "Health:"
SPECIAL_ATTR_BOOST_NAME "{1} boost {2}"
SPECIAL_ATTR_LOSS_NAME "{1} loss {2}"
SPECIAL_ATTR_BOOST_DESCRIPTION "Increases {1} by {2} {3}"
SPECIAL_ATTR_LOSS_DESCRIPTION "Decreases {1} by {2} {3}"
NOT_ENOUGH_UPGRADES "Not enough upgrades for the entire batch. Apply only to {1} out of {2} items?"
KILLS_LABEL "{1} kills"
CONFIRM_FILE_ERASE "Are you sure you want to erase {1}?"
REQUIRES_MORE_LUXURIOUS_QUARTERS "Creature requires more luxurious quarters to achieve full potential."
ENDLESS_ENEMIES_NONE "none"
ENDLESS_ENEMIES_FROM_START "from the start"
ENDLESS_ENEMIES_AFTER_WINNING "after winning"
ENEMY_AGGRESSION_NONE "none"
ENEMY_AGGRESSION_MODERATE "moderate"
ENEMY_AGGRESSION_EXTREME "extreme"
EXP_INCREASE_MILD "mild"
EXP_INCREASE_NORMAL "normal"
EXP_INCREASE_EXTREME "extreme"
SUBJECT_GENDER "{1}"
NEW_LINE "{1}
{2}"
SETTING_OFF "off"
WITCH_CURSE_SCHOOL "curses"
WITCH_POLYMORPH_SCHOOL "shapeshifting"
WITCH_ANIMALS_SCHOOL "summoning"
WITCH_ANIMATION_SCHOOL "object animation"
WITCH_CURSE_MESSAGE1 "You learn to cast the curse of “plague”."
WITCH_CURSE_MESSAGE2 "You learn to cast the curse of “insanity”."
WITCH_CURSE_MESSAGE3 "You learn to cast the curse of “bleeding”."
WITCH_CURSE_MESSAGE4 "You learn to cast the curse of “polymorph”."
WITCH_POLYMORPH_MESSAGE1 "You learn to take the shape of a young woman."
WITCH_POLYMORPH_MESSAGE2 "You learn to take the shape of a strix."
WITCH_POLYMORPH_MESSAGE3 "You learn to take the shape of a night hag."
WITCH_ANIMALS_MESSAGE1 "You learn to summon spiders."
WITCH_ANIMALS_MESSAGE2 "You learn to summon snakes."
WITCH_ANIMALS_MESSAGE3 "You learn to summon lizards."
WITCH_ANIMALS_MESSAGE4 "You learn to summon a kraken."
WITCH_ANIMATION_MESSAGE1 "You learn to animate small items."
WITCH_ANIMATION_MESSAGE2 "You learn to animate medium-sized items."
WITCH_ANIMATION_MESSAGE3 "You learn to animate furniture."
WITCH_ANIMATION_MESSAGE4 "You learn to animate walls."
TEXT128 "Page not found. Please contact mod author."
TEXT129 "In addition to laying your fortress under the mountain, you can also construct outdoor buildings. It is possible for buildings to have multiple floors, and there is no limit on how many staircases you can build between the so-called Z-levels."
TEXT130 "1. To start, designate \"building interior\" somewhere outdoors."
TEXT131 "Once built, this area is considered roofed and you can place all usual constructions and furniture in it. You may also surround it with walls, but it's not required."
TEXT132 "2. Now build \"Up stairs\" somewhere inside your new building, and you will gain access to a new Z-level above the current one. There are several ways to scroll your map to it. Use Ctrl + mouse wheel, or click on the stairs themselves, or use the Z-level menu under the minimap. You can also use the , and . keys or control a minion and walk up manually."
TEXT133 "Note that you can also use the Z-level menu and the Ctrl + mouse wheel shortcut in control mode to have your minion auto-travel between Z-levels."
TEXT134 "3. Place building interior on your new building floor to build something there. Also notice that the level's topography spans multiple Z-levels, and you can gain access to new resources and other goodies when exploring \"up\"."
TEXT135 "Riding steeds can enhance your minions' fighting abilities, let them gain speed or navigate over inaccessible terrain."
TEXT136 "1. Get hold of some ridable creatures, such as horses, wolves or a dragon. You can identify steeds by their \"steed\" status."
TEXT137 "2. You'll need a minion that can ride steeds. There is a high chance that your Keeper can depending on their class."
TEXT138 "3. Assign the steed to your rider. You can do that in the equipment list in the minion's menu. Chances are a steed has already been assigned automatically."
TEXT139 "Keep in mind that a rider can only ride steeds of compatible size. Large creatures can ride large and huge steeds, while medium and small creatures can only ride steeds of exactly their size. For example most humans will ride horses and dragons, goblins will ride wolves, and imps will ride bats and rabbits."
TEXT140 "4. The rider will now always mount its steed when leaving your base. In the turn-based mode you can mount your steed manually by pressing 'm' or by right clicking on your steed and choosing \"mount\"."
TEXT141 "Depending on your game's settings, most of your enemies and allies will likely be located away from your home site. "
TEXT142 "TBF"
TEXT143 "The amount of damage a creature takes in combat is dependent on its defense value, the value of the attack and certain modifiers. Different attack types use different attribute values as their base: most melee combat uses the damage attribute, ranged attacks use ranged damage, and magical attacks use spell damage."
TEXT144 "Once we know the attack value, we can apply special attack bonuses, for example some creatures have a higher attack when drunk or against certain enemies, such as undead. These bonuses are always listed in the creature's description."
TEXT145 "The victim uses the defense attribute as its base defense value, and we similarly apply any special defense bonuses the creature has. After that we multiply or divide the value by 1.3 if the creature is resistant or vulnerable to the attack type. For example with magic resistance, your defense is 30% higher against magical attacks."
TEXT146 "We also calculate a flanking multiplier based on by how many enemies a creature is surrounded by. For each enemy the final defense value is divided by 1.07. This is countered by the parry attribute, which is increased by shields."
TEXT147 "Having the final attack and defense values, we divide them by each other, and apply a damage curve that finally tells us how much health the victim loses."
TEXT148 "As you can see, you'll lose all your health if the attack is 2.2 stronger than your defense, 12% if they're equal, and the attack will be harmless if it's 0.6 of the defense value or lower."
TEXT149 "What happens from now on depends a lot on the victim. Creatures made of flesh, fire or spirit have a normal health counter from which the health loss will be subtracted. Other creatures, such as undead, golems and automatons, have a chance of losing a limb or falling apart based on the magnitude of the loss, but the game doesn't directly track health for them. "
TEXT150 "Setting up guard zones allows you to place your minions in chosen spots to watch for potential invaders."
TEXT151 "1. Choose one of the three guard area colors, and place it on the map. You should place just one tile for every minion you expect to stand on guard."
TEXT152 "2. Choose the type of minions that will attend this guard area color. It's easiest to select a whole group, such as all goblin warriors or all melee dwarves. Go to one of the minions' menu, select their activity, and enable the chosen guard zone activity for the whole group."
TEXT153 "Now this group's activities include guarding. It works best if the group is much bigger than the number of placed guard posts, as this will allow them to rotate, and peform other activities as well."
TEXT154 "Want to supplement your workforce or convert enemies to fight on your side? You can do that by capturing enemy creatures."
TEXT155 "1. Right click on an enemy and toggle the capture order. You'll notice that the color of its health bar changes to white."
TEXT156 "2. Fight the enemy until it is stunned. Keep in mind that some creatures are resistant to capturing, and are much harder to capture than to simply kill."
TEXT157 "3. Back in real-time mode, you'll find the stunned creature in your immigration list. Click on it to enslave it."
TEXT158 "4. Your prisoner now supplies your worker force. To completely convert it to your side, order its torture by dragging its icon to a torture table. The prisoner has a 50% chance to convert, otherwise it dies."
CAMPAIGN_HELP_TEXT "Welcome to the campaign mode! The world, which you see below, is made up of smaller maps. You will build your base on one of them. There are hostile and friendly tribes around you. You have to conquer all villains marked as \"main\" to win the game. You can travel to other sites by creating a team and using the travel command.


The highlighted tribes are in your influence zone, which means that you can currently interact with them (trade, recruit, attack or be attacked). As you conquer more enemies, your influence zone will increase."
TUTORIAL_WELCOME "Welcome to the KeeperRL tutorial!

Together we will work to build a small dungeon, and assemble a military force. Nearby us lies
a small village inhabited mostly by innocents, which we shall conquer.

This should get you up to speed with the game!"
TUTORIAL_INTRO "Let's check out some things that you see on the map. The little wizard wearing a red robe is you, the Keeper.

Remember that KeeperRL features permadeath, which means that you can't reload the game after a failure. If your Keeper dies, then the game is over, so be careful!"
TUTORIAL_INTRO2 "The four little creatures are your imps. They are here to perform your orders. Try hovering the mouse over other things on the map, and notice the hints in the lower right corner."
TUTORIAL_CUT_TREES "Great things come from small beginnings. Your first task is to gather some wood! {1} Select the \"Dig or cut tree\" order and click on a few trees to order your imps to cut them down.

When you're done, {2}."
TUTORIAL_CUT_TREES_CONTROLLER "Open the buildings menu using the left trackpad. "
TUTORIAL_CUT_TREES_KEYBOARD ""
TUTORIAL_CUT_TREES_CONTROLLER2 "pull the left trigger or press [B] to clear the order"
TUTORIAL_CUT_TREES_KEYBOARD2 "click the right mouse button or press escape to clear the order"
TUTORIAL_BUILD_STORAGE "You need to store the wood somewhere before you can use it. Select resource storage and designate it by clicking on the map. If you want to remove it, just click again.

Create at least a 3×3 storage area."
TUTORIAL_CONTROLS1 "Time to learn a few controls! Try scrolling the map using {1}.

Press {2} to pause and continue the game. You can still give orders and use all controls while the game is paused."
TUTORIAL_CONTROLS1_CONTROLLER "the right joystick"
TUTORIAL_CONTROLS1_KEYBOARD "the arrow keys or by right clicking on the map and dragging it"
TUTORIAL_CONTROLS1_CONTROLLER2 "Y"
TUTORIAL_CONTROLS1_KEYBOARD2 "space"
TUTORIAL_CONTROLS2 "Try zooming in and out of the map {1}."
TUTORIAL_CONTROLS2_CONTROLLER "by pressing [X]"
TUTORIAL_CONTROLS2_KEYBOARD "using the 'z' key or mouse wheel"
TUTORIAL_GET_200_WOOD "Cut some more trees until you have gathered at least 200 wood."
TUTORIAL_DIG_ROOM "Time to strike the earth! Dig out a tunnel and a room, as shown by the yellow highlight."
TUTORIAL_BUILD_DOOR "Build a door at the entrance to your dungeon. This will slow down potential intruders, as they will need to destroy it before they can enter. Your minions can pass through doors freely, unless you lock a door by clicking on it.

Try locking and unlocking your new door."
TUTORIAL_BUILD_LIBRARY "The first room that you need to build is a library. This is where the Keeper and other minions will learn spells, and train their spell damage attribute. Place 6 bookcases in the new room as highlighted. Remember that bookcases and other furniture block your minions' movement."
TUTORIAL_DIG_2_ROOMS "Dig out some more rooms. If the library is blocking your tunnels, use the 'remove construction' order to get it out of the way.

Change the speed of the game {1} if it's taking too long."
TUTORIAL_DIG_2_ROOMS_CONTROLLER "using the keys L4 and R4"
TUTORIAL_DIG_2_ROOMS_KEYBOARD "using the keys 1-4 or by clicking in the lower left corner"
TUTORIAL_ACCEPT_IMMIGRANT "Your dungeon has attracted a goblin warrior. Before your new minion joins you, you must fulfill a few requirements. Hover the mouse over the immigrant icon to see them. Once you are ready, accept the immigrant with a click. Click on the '?' icon immediately to the left to learn more about immigration."
